key,title,description,assignee,type,priority,status,text
CAMEL-13393,NullPointerException on opentracing example,"When running service1 from of the opentracing example an NullPointerException is logged to the standard out:

{code}
2019-04-05 10:33:54.620  INFO 23268 --- [           main] o.a.camel.spring.boot.RoutesCollector    : Starting CamelMainRunController to ensure the main thread keeps running
[WARNING] 
java.lang.RuntimeException: java.lang.NullPointerException
    at org.apache.camel.spring.boot.CamelSpringBootApplicationController.run (CamelSpringBootApplicationController.java:83)
    at org.apache.camel.spring.boot.CamelMainRunController$DaemonTask.run (1m2Cam20melM1ainRunController.java:53)9
    -04-05 10:33:54.622  INFO at5m23268 java.lang.Thread.run --- [           main] o.a.c.impl.DefaultStreamCachingStrategy  : StreamCaching in use with spool directory: /tmp/camel/camel-tmp-4e01e06f-baf2-4a4c-abce-89e2a14f7516 and rules: [Sp (Thread.java:748)
ool > 128K body size]
Caused by: java.lang.NullPointerException
    at org.apache.camel.main.MainSupport.postProcessCamelContext (MainSupport.java:745)
    at org.apache.camel.main.MainSupport.initCamelContext (MainSupport.java:676)
    at org.apache.camel.main.Main.doStart (Main.java:107)
    at org.apache.camel.support.service.ServiceSupport.start (ServiceSupport.java:86)
    at org.apache.camel.main.MainSupport.run (MainSupport.java:203)
    at org.apache.camel.spring.boot.CamelSpringBootApplicationController.run (CamelSpringBootApplicationController.java:78)
    at org.apache.camel.spring.boot.CamelMainRunController$DaemonTask.run (CamelMainRunController.java:53)
    at java.lang.Thread.run (Thread.java:748)
{code}

Take a look at CAMEL-13386 on how to reproduce.",davsclaus,Bug,Major,Resolved,"NullPointerException on opentracing example When running service1 from of the opentracing example an NullPointerException is logged to the standard out:

{code}
2019-04-05 10:33:54.620  INFO 23268 --- [           main] o.a.camel.spring.boot.RoutesCollector    : Starting CamelMainRunController to ensure the main thread keeps running
[WARNING] 
java.lang.RuntimeException: java.lang.NullPointerException
    at org.apache.camel.spring.boot.CamelSpringBootApplicationController.run (CamelSpringBootApplicationController.java:83)
    at org.apache.camel.spring.boot.CamelMainRunController$DaemonTask.run (1m2Cam20melM1ainRunController.java:53)9
    -04-05 10:33:54.622  INFO at5m23268 java.lang.Thread.run --- [           main] o.a.c.impl.DefaultStreamCachingStrategy  : StreamCaching in use with spool directory: /tmp/camel/camel-tmp-4e01e06f-baf2-4a4c-abce-89e2a14f7516 and rules: [Sp (Thread.java:748)
ool > 128K body size]
Caused by: java.lang.NullPointerException
    at org.apache.camel.main.MainSupport.postProcessCamelContext (MainSupport.java:745)
    at org.apache.camel.main.MainSupport.initCamelContext (MainSupport.java:676)
    at org.apache.camel.main.Main.doStart (Main.java:107)
    at org.apache.camel.support.service.ServiceSupport.start (ServiceSupport.java:86)
    at org.apache.camel.main.MainSupport.run (MainSupport.java:203)
    at org.apache.camel.spring.boot.CamelSpringBootApplicationController.run (CamelSpringBootApplicationController.java:78)
    at org.apache.camel.spring.boot.CamelMainRunController$DaemonTask.run (CamelMainRunController.java:53)
    at java.lang.Thread.run (Thread.java:748)
{code}

Take a look at CAMEL-13386 on how to reproduce."
CAMEL-13388,Wrong removing parameters logic in ServiceComponent.,"Component: camel-service

Mistake in class : org.apache.camel.component.service.ServiceComponent.java:83

This error prevents the delegating component from receiving URI parameters.

*Have:*
{code:java}
parameters.keySet().removeAll(parameters.keySet());
{code}
*Must be:*
{code:java}
parameters.keySet().removeAll(params.keySet());
{code}
 ",davsclaus,Bug,Major,Resolved,"Wrong removing parameters logic in ServiceComponent. Component: camel-service

Mistake in class : org.apache.camel.component.service.ServiceComponent.java:83

This error prevents the delegating component from receiving URI parameters.

*Have:*
{code:java}
parameters.keySet().removeAll(parameters.keySet());
{code}
*Must be:*
{code:java}
parameters.keySet().removeAll(params.keySet());
{code}
 "
CAMEL-13387,camel-twitter-direct-message doesn't filter by filterOld parameter,DirectMessageConsumerHandler doesn't filter old messages when parameter filterOld=true,davsclaus,Bug,Minor,Resolved,camel-twitter-direct-message doesn't filter by filterOld parameter DirectMessageConsumerHandler doesn't filter old messages when parameter filterOld=true
CAMEL-13383,maven plugi validation fails with 3.0.0m1/m2,"The camel plugin fails validation which passed fine in v2.latest.
Also from the error-message it is not easy to understand what is really the problem?

{noformat}
INFO] [jenkins-event-spy] Generated /data/jenkins/workspace/c-jfr-server_feature_camel3-Y6VPXEFM3D7D7C2V3GQRGLFL7QLPEWEFUJY6V6RFK46FIDVYQ7SQ@tmp/withMavenca46cdd5/maven-spy-20190401-102256-4351026941413226375350.log

[ERROR] Failed to execute goal org.apache.camel:camel-report-maven-plugin:3.0.0-M2:validate (default) on project jfr-srv-batch: Endpoint validation success: (1 = passed, 0 = invalid, 1 = incapable, 0 = unknown components, 0 = deprecated options)

[ERROR] Simple validation error: (0 = passed, 1 = invalid)

[ERROR] Duplicate route id validation success (0 = ids)

[ERROR] Endpoint pair (seda/direct) validation success (0 = pairs)

[ERROR] -> [Help 1]

org.apache.maven.lifecycle.LifecycleExecutionException: Failed to execute goal org.apache.camel:camel-report-maven-plugin:3.0.0-M2:validate (default) on project jfr-srv-batch: Endpoint validation success: (1 = passed, 0 = invalid, 1 = incapable, 0 = unknown components, 0 = deprecated options)

Simple validation error: (0 = passed, 1 = invalid)

Duplicate route id validation success (0 = ids)

Endpoint pair (seda/direct) validation success (0 = pairs)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:215)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:156)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:148)

    at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject (LifecycleModuleBuilder.java:117)

    at org.apache.maven.lifecycle.internal.builder.multithreaded.MultiThreadedBuilder$1.call (MultiThreadedBuilder.java:200)

    at org.apache.maven.lifecycle.internal.builder.multithreaded.MultiThreadedBuilder$1.call (MultiThreadedBuilder.java:196)

    at java.util.concurrent.FutureTask.run (FutureTask.java:264)

    at java.util.concurrent.Executors$RunnableAdapter.call (Executors.java:515)

    at java.util.concurrent.FutureTask.run (FutureTask.java:264)

    at java.util.concurrent.ThreadPoolExecutor.runWorker (ThreadPoolExecutor.java:1128)

    at java.util.concurrent.ThreadPoolExecutor$Worker.run (ThreadPoolExecutor.java:628)

    at java.lang.Thread.run (Thread.java:835)

Caused by: org.apache.maven.plugin.MojoExecutionException: Endpoint validation success: (1 = passed, 0 = invalid, 1 = incapable, 0 = unknown components, 0 = deprecated options)

Simple validation error: (0 = passed, 1 = invalid)

Duplicate route id validation success (0 = ids)

Endpoint pair (seda/direct) validation success (0 = pairs)

    at org.apache.camel.maven.ValidateMojo.execute (ValidateMojo.java:484)

    at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo (DefaultBuildPluginManager.java:137)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:210)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:156)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:148)

    at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject (LifecycleModuleBuilder.java:117)

    at org.apache.maven.lifecycle.internal.builder.multithreaded.MultiThreadedBuilder$1.call (MultiThreadedBuilder.java:200)

    at org.apache.maven.lifecycle.internal.builder.multithreaded.MultiThreadedBuilder$1.call (MultiThreadedBuilder.java:196)

    at java.util.concurrent.FutureTask.run (FutureTask.java:264)

    at java.util.concurrent.Executors$RunnableAdapter.call (Executors.java:515)

    at java.util.concurrent.FutureTask.run (FutureTask.java:264)

    at java.util.concurrent.ThreadPoolExecutor.runWorker (ThreadPoolExecutor.java:1128)

    at java.util.concurrent.ThreadPoolExecutor$Worker.run (ThreadPoolExecutor.java:628)

    at java.lang.Thread.run (Thread.java:835)
{noformat}",davsclaus,Bug,Major,Resolved,"maven plugi validation fails with 3.0.0m1/m2 The camel plugin fails validation which passed fine in v2.latest.
Also from the error-message it is not easy to understand what is really the problem?

{noformat}
INFO] [jenkins-event-spy] Generated /data/jenkins/workspace/c-jfr-server_feature_camel3-Y6VPXEFM3D7D7C2V3GQRGLFL7QLPEWEFUJY6V6RFK46FIDVYQ7SQ@tmp/withMavenca46cdd5/maven-spy-20190401-102256-4351026941413226375350.log

[ERROR] Failed to execute goal org.apache.camel:camel-report-maven-plugin:3.0.0-M2:validate (default) on project jfr-srv-batch: Endpoint validation success: (1 = passed, 0 = invalid, 1 = incapable, 0 = unknown components, 0 = deprecated options)

[ERROR] Simple validation error: (0 = passed, 1 = invalid)

[ERROR] Duplicate route id validation success (0 = ids)

[ERROR] Endpoint pair (seda/direct) validation success (0 = pairs)

[ERROR] -> [Help 1]

org.apache.maven.lifecycle.LifecycleExecutionException: Failed to execute goal org.apache.camel:camel-report-maven-plugin:3.0.0-M2:validate (default) on project jfr-srv-batch: Endpoint validation success: (1 = passed, 0 = invalid, 1 = incapable, 0 = unknown components, 0 = deprecated options)

Simple validation error: (0 = passed, 1 = invalid)

Duplicate route id validation success (0 = ids)

Endpoint pair (seda/direct) validation success (0 = pairs)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:215)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:156)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:148)

    at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject (LifecycleModuleBuilder.java:117)

    at org.apache.maven.lifecycle.internal.builder.multithreaded.MultiThreadedBuilder$1.call (MultiThreadedBuilder.java:200)

    at org.apache.maven.lifecycle.internal.builder.multithreaded.MultiThreadedBuilder$1.call (MultiThreadedBuilder.java:196)

    at java.util.concurrent.FutureTask.run (FutureTask.java:264)

    at java.util.concurrent.Executors$RunnableAdapter.call (Executors.java:515)

    at java.util.concurrent.FutureTask.run (FutureTask.java:264)

    at java.util.concurrent.ThreadPoolExecutor.runWorker (ThreadPoolExecutor.java:1128)

    at java.util.concurrent.ThreadPoolExecutor$Worker.run (ThreadPoolExecutor.java:628)

    at java.lang.Thread.run (Thread.java:835)

Caused by: org.apache.maven.plugin.MojoExecutionException: Endpoint validation success: (1 = passed, 0 = invalid, 1 = incapable, 0 = unknown components, 0 = deprecated options)

Simple validation error: (0 = passed, 1 = invalid)

Duplicate route id validation success (0 = ids)

Endpoint pair (seda/direct) validation success (0 = pairs)

    at org.apache.camel.maven.ValidateMojo.execute (ValidateMojo.java:484)

    at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo (DefaultBuildPluginManager.java:137)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:210)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:156)

    at org.apache.maven.lifecycle.internal.MojoExecutor.execute (MojoExecutor.java:148)

    at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject (LifecycleModuleBuilder.java:117)

    at org.apache.maven.lifecycle.internal.builder.multithreaded.MultiThreadedBuilder$1.call (MultiThreadedBuilder.java:200)

    at org.apache.maven.lifecycle.internal.builder.multithreaded.MultiThreadedBuilder$1.call (MultiThreadedBuilder.java:196)

    at java.util.concurrent.FutureTask.run (FutureTask.java:264)

    at java.util.concurrent.Executors$RunnableAdapter.call (Executors.java:515)

    at java.util.concurrent.FutureTask.run (FutureTask.java:264)

    at java.util.concurrent.ThreadPoolExecutor.runWorker (ThreadPoolExecutor.java:1128)

    at java.util.concurrent.ThreadPoolExecutor$Worker.run (ThreadPoolExecutor.java:628)

    at java.lang.Thread.run (Thread.java:835)
{noformat}"
CAMEL-13380,camel-core - Move cloud out into camel-cloud component,"Lets see if we can move the cloud parts out of camel-core into a new camel-cloud that some components uses, like camel-service, camel-ribbon etc.",davsclaus,Task,Major,Resolved,"camel-core - Move cloud out into camel-cloud component Lets see if we can move the cloud parts out of camel-core into a new camel-cloud that some components uses, like camel-service, camel-ribbon etc."
CAMEL-13375,Remove the JMX explain APis and related,"We have a set of explain APIs on JMX that can output ""catalog"" like information. However we dont really use it, and this can help remove functionality and complexity of camel-core.

You can get details via the camel-catalog and at runtime the runtime camel-catalog.",davsclaus,Task,Major,Resolved,"Remove the JMX explain APis and related We have a set of explain APIs on JMX that can output ""catalog"" like information. However we dont really use it, and this can help remove functionality and complexity of camel-core.

You can get details via the camel-catalog and at runtime the runtime camel-catalog."
CAMEL-13373,camel-stax - FileInputStream not closed,"The StAXProcessor.java class does not close the stream it opens.

I had to modify it like this: 

public void process(Exchange exchange) throws Exception {
 InputSource is = exchange.getIn().getMandatoryBody(InputSource.class);
 XMLStreamReader stream = exchange.getIn().getMandatoryBody(XMLStreamReader.class);
 // Fermeture de la inputstream ici, car dans la version originale de la classe la stream reste ouverte.
 *try(InputStream inputStreamToClose = is.getByteStream()) {*
 XMLReader reader = new StaxStreamXMLReader(stream);
 ContentHandler handler;
 if (this.contentHandlerClass != null)

{ handler = (ContentHandler) this.contentHandlerClass.newInstance(); }

else

{ handler = this.contentHandler; }

reader.setContentHandler(handler);
 reader.parse(is);
 if (ExchangeHelper.isOutCapable(exchange))

{ exchange.getOut().setHeaders(exchange.getIn().getHeaders()); exchange.getOut().setBody(handler); }

else

{ exchange.getIn().setBody(handler); }

} *finally*

*{ // Fermeture de la strem ValidatingStreamReader validatingStreamReader = (ValidatingStreamReader)stream; validatingStreamReader.closeCompletely(); }*

*}*",davsclaus,Bug,Minor,Resolved,"camel-stax - FileInputStream not closed The StAXProcessor.java class does not close the stream it opens.

I had to modify it like this: 

public void process(Exchange exchange) throws Exception {
 InputSource is = exchange.getIn().getMandatoryBody(InputSource.class);
 XMLStreamReader stream = exchange.getIn().getMandatoryBody(XMLStreamReader.class);
 // Fermeture de la inputstream ici, car dans la version originale de la classe la stream reste ouverte.
 *try(InputStream inputStreamToClose = is.getByteStream()) {*
 XMLReader reader = new StaxStreamXMLReader(stream);
 ContentHandler handler;
 if (this.contentHandlerClass != null)

{ handler = (ContentHandler) this.contentHandlerClass.newInstance(); }

else

{ handler = this.contentHandler; }

reader.setContentHandler(handler);
 reader.parse(is);
 if (ExchangeHelper.isOutCapable(exchange))

{ exchange.getOut().setHeaders(exchange.getIn().getHeaders()); exchange.getOut().setBody(handler); }

else

{ exchange.getIn().setBody(handler); }

} *finally*

*{ // Fermeture de la strem ValidatingStreamReader validatingStreamReader = (ValidatingStreamReader)stream; validatingStreamReader.closeCompletely(); }*

*}*"
CAMEL-13370,resolve delegating endpoint when routes are dumped,"As today the ModelHelper.dumpModelAsXml(..., ...) does not resolve delegating endpoint so in case an endpoint delegates to an additional endpoint, this delegated endpoint is not shown in the routes dump.

It would be nice to have an option to configure if the delegating endpoint should be replaced by the delegated one on dumpModelAsXml",davsclaus,Improvement,Minor,Resolved,"resolve delegating endpoint when routes are dumped As today the ModelHelper.dumpModelAsXml(..., ...) does not resolve delegating endpoint so in case an endpoint delegates to an additional endpoint, this delegated endpoint is not shown in the routes dump.

It would be nice to have an option to configure if the delegating endpoint should be replaced by the delegated one on dumpModelAsXml"
CAMEL-13369,enhance message history eip ,"The current message history eip is somehow limited as we cannot choose which nodes we want to take into account, as example if one creates routes using the new Step EIP, he may want to get the history to track step related activities only.

Another additional feature would be to have the message history pattern to keep a copy of the message being produced by the processor under monitor.",davsclaus,New Feature,Minor,Resolved,"enhance message history eip  The current message history eip is somehow limited as we cannot choose which nodes we want to take into account, as example if one creates routes using the new Step EIP, he may want to get the history to track step related activities only.

Another additional feature would be to have the message history pattern to keep a copy of the message being produced by the processor under monitor."
CAMEL-13367,camel-jaxb - Error loading fallback type converter in Karaf,To reproduce then unit test cia2 source code chapter10-camel-cxf-rest-karaf,davsclaus,Bug,Major,Resolved,camel-jaxb - Error loading fallback type converter in Karaf To reproduce then unit test cia2 source code chapter10-camel-cxf-rest-karaf
CAMEL-13366,MLLP Endpoint 'maxConcurrentConsumers' configuration support,"If you provide 'maxConcurrentConsumers' query parameter on the endpoint URI, then, the route fails with error message 

_""There are 1 parameters that couldn't be set on the endpoint. Check the uri
if the parameters are spelt correctly and that they are properties of the endpoint. Unknown parameters=[{maxConcurrentConsumers=xx}] ""_

As per docs, it should be supported as query parameter.",davsclaus,Bug,Minor,Resolved,"MLLP Endpoint 'maxConcurrentConsumers' configuration support If you provide 'maxConcurrentConsumers' query parameter on the endpoint URI, then, the route fails with error message 

_""There are 1 parameters that couldn't be set on the endpoint. Check the uri
if the parameters are spelt correctly and that they are properties of the endpoint. Unknown parameters=[{maxConcurrentConsumers=xx}] ""_

As per docs, it should be supported as query parameter."
CAMEL-13360,SEDA documentation does not track new bounded size value,"SEDA component has a bounded limit again thanks on work done for:
""seda - Have a default queue size limit (CAMEL-12542)""

 the documentation here :
https://cwiki.apache.org/confluence/display/CAMEL/SEDA
does not reflect the change
",davsclaus,Bug,Minor,Resolved,"SEDA documentation does not track new bounded size value SEDA component has a bounded limit again thanks on work done for:
""seda - Have a default queue size limit (CAMEL-12542)""

 the documentation here :
https://cwiki.apache.org/confluence/display/CAMEL/SEDA
does not reflect the change
"
CAMEL-13358,Sometimes SedaConsumer does not start and remains stuck,"Sometimes we notice that some of our routes get ""stuck"" and do not process anything.  Looking at the stacktrace for such a route we see something like this:
{code:java}
""Camel (SomeName) thread #648 - seda://someName"" #1287 daemon prio=5 os_prio=0 tid=0x00007f23880cf000 nid=0x25006 waiting on condition [0x00007f1f23530000]
   java.lang.Thread.State: WAITING (parking)
        at sun.misc.Unsafe.park(Native Method)
        - parking to wait for  <0x00000006e4beb8e0> (a java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject)
        at java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2039)
        at java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
        at java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1067)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1127)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
        at java.lang.Thread.run(Thread.java:748)
{code}
whereas we would instead normally expect to see something like this:
{code:java}
""Camel (SomeName) thread #840 - seda://someName"" #1577 daemon prio=5 os_prio=0 tid=0x00007f227c02b000 nid=0x256fe waiting on condition [0x00007f1f0ca20000]
   java.lang.Thread.State: TIMED_WAITING (parking)
        at sun.misc.Unsafe.park(Native Method)
        - parking to wait for  <0x00000006eb69c1f8> (a java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject)
        at java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:215)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:2078)
        at java.util.concurrent.LinkedBlockingQueue.poll(LinkedBlockingQueue.java:467)
        at org.apache.camel.component.seda.SedaConsumer.doRun(SedaConsumer.java:198)
        at org.apache.camel.component.seda.SedaConsumer.run(SedaConsumer.java:154)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
        at java.lang.Thread.run(Thread.java:748)
{code}

Note that whereas this latter example has SedaConsumer in the stacktrace polling for an exchange, the former example has no such SedaConsumer in the stacktrace and is stuck waiting for a new ""task"" to be given to the ThreadPoolExecutor.

After adding debug logging, I see that the issue is as follows:

The code in ServiceSupport here writes to the starting and started flags using one thread (call it Thread W):
{code}
    public void start() throws Exception {
        if (isStarting() || isStarted()) {
            // only start service if not already started
            LOG.trace(""Service already started"");
            return;
        }
        if (starting.compareAndSet(false, true)) {
            LOG.trace(""Starting service"");
            try {
                doStart();
                started.set(true);
                starting.set(false);
{code}
and on a different thread (call it thread R) this code in ServiceSupport reads the starting and started flags:
{code}
    public boolean isRunAllowed() {
        // if we have not yet initialized, then all options is false
        boolean unused1 = !started.get() && !starting.get() && !stopping.get() && !stopped.get();
        boolean unused2 = !suspending.get() && !suspended.get() && !shutdown.get() && !shuttingdown.get();
        if (unused1 && unused2) {
            return false;
        }
        return !isStoppingOrStopped();
    }
{code}

So the order of events is:
# Thread W: calls ServiceSupport.start()
# Thread W: compareAndSet starting from false to true
# Thread W: calls ServiceSupport.doStart() which eventually creates and starts Thread R
# Thread R: calls SedaConsumer.doRun() which calls isRunAllowed()
# Thread R: in isRunAllowed() reads started as false
# Thread W: set started to true
# Thread W: set starting to false
# Thread R: in isRunAllowed() reads starting as false
# Thread R: concludes that isRunAllowed is false
# Thread R: the while loop in SedaConsumer.doRun is not executed and the thread will forever remain stuck waiting for a new ""task"" (on ThreadPoolExecutor.java:1067)

One fix would be to swap reading of starting and started so that starting is read first, then started.

Looking at the latest code in Camel 3.0.x, this code has been refactored to use a single ""status"" field instead of multiple different AtomicBoolean fields.  That should also fix this bug.  However, for completeness, I thought it best to log this bug anyway.",davsclaus,Bug,Major,Resolved,"Sometimes SedaConsumer does not start and remains stuck Sometimes we notice that some of our routes get ""stuck"" and do not process anything.  Looking at the stacktrace for such a route we see something like this:
{code:java}
""Camel (SomeName) thread #648 - seda://someName"" #1287 daemon prio=5 os_prio=0 tid=0x00007f23880cf000 nid=0x25006 waiting on condition [0x00007f1f23530000]
   java.lang.Thread.State: WAITING (parking)
        at sun.misc.Unsafe.park(Native Method)
        - parking to wait for  <0x00000006e4beb8e0> (a java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject)
        at java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2039)
        at java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
        at java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1067)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1127)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
        at java.lang.Thread.run(Thread.java:748)
{code}
whereas we would instead normally expect to see something like this:
{code:java}
""Camel (SomeName) thread #840 - seda://someName"" #1577 daemon prio=5 os_prio=0 tid=0x00007f227c02b000 nid=0x256fe waiting on condition [0x00007f1f0ca20000]
   java.lang.Thread.State: TIMED_WAITING (parking)
        at sun.misc.Unsafe.park(Native Method)
        - parking to wait for  <0x00000006eb69c1f8> (a java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject)
        at java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:215)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:2078)
        at java.util.concurrent.LinkedBlockingQueue.poll(LinkedBlockingQueue.java:467)
        at org.apache.camel.component.seda.SedaConsumer.doRun(SedaConsumer.java:198)
        at org.apache.camel.component.seda.SedaConsumer.run(SedaConsumer.java:154)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
        at java.lang.Thread.run(Thread.java:748)
{code}

Note that whereas this latter example has SedaConsumer in the stacktrace polling for an exchange, the former example has no such SedaConsumer in the stacktrace and is stuck waiting for a new ""task"" to be given to the ThreadPoolExecutor.

After adding debug logging, I see that the issue is as follows:

The code in ServiceSupport here writes to the starting and started flags using one thread (call it Thread W):
{code}
    public void start() throws Exception {
        if (isStarting() || isStarted()) {
            // only start service if not already started
            LOG.trace(""Service already started"");
            return;
        }
        if (starting.compareAndSet(false, true)) {
            LOG.trace(""Starting service"");
            try {
                doStart();
                started.set(true);
                starting.set(false);
{code}
and on a different thread (call it thread R) this code in ServiceSupport reads the starting and started flags:
{code}
    public boolean isRunAllowed() {
        // if we have not yet initialized, then all options is false
        boolean unused1 = !started.get() && !starting.get() && !stopping.get() && !stopped.get();
        boolean unused2 = !suspending.get() && !suspended.get() && !shutdown.get() && !shuttingdown.get();
        if (unused1 && unused2) {
            return false;
        }
        return !isStoppingOrStopped();
    }
{code}

So the order of events is:
# Thread W: calls ServiceSupport.start()
# Thread W: compareAndSet starting from false to true
# Thread W: calls ServiceSupport.doStart() which eventually creates and starts Thread R
# Thread R: calls SedaConsumer.doRun() which calls isRunAllowed()
# Thread R: in isRunAllowed() reads started as false
# Thread W: set started to true
# Thread W: set starting to false
# Thread R: in isRunAllowed() reads starting as false
# Thread R: concludes that isRunAllowed is false
# Thread R: the while loop in SedaConsumer.doRun is not executed and the thread will forever remain stuck waiting for a new ""task"" (on ThreadPoolExecutor.java:1067)

One fix would be to swap reading of starting and started so that starting is read first, then started.

Looking at the latest code in Camel 3.0.x, this code has been refactored to use a single ""status"" field instead of multiple different AtomicBoolean fields.  That should also fix this bug.  However, for completeness, I thought it best to log this bug anyway."
CAMEL-13355,MLLP Component 'maxConcurrentConsumers' configuration is ignored,"If you set 'maxConcurrentConsumers' property in the MllpConfiguration object and assign that to MllpComponent, then, during creation of MllpEndpoint instance, that property is ignored and default value of 5 is used.",davsclaus,Bug,Minor,Resolved,"MLLP Component 'maxConcurrentConsumers' configuration is ignored If you set 'maxConcurrentConsumers' property in the MllpConfiguration object and assign that to MllpComponent, then, during creation of MllpEndpoint instance, that property is ignored and default value of 5 is used."
CAMEL-13354,Camel main - Allow to configure hystrix via application.properties,"So you can easily configure hystrix from property placeholders in application.properties etc, which you can do with spring boot etc.",davsclaus,Improvement,Major,Resolved,"Camel main - Allow to configure hystrix via application.properties So you can easily configure hystrix from property placeholders in application.properties etc, which you can do with spring boot etc."
CAMEL-13353,Re-enable the camel-lra integration tests,These camel-lra integration tests were ignored due to the JBTM issues which have been fixed in the Narayana 5.9.0.Final release. So I think it could be useful to re-enable to verify if it works.,davsclaus,Test,Major,Resolved,Re-enable the camel-lra integration tests These camel-lra integration tests were ignored due to the JBTM issues which have been fixed in the Narayana 5.9.0.Final release. So I think it could be useful to re-enable to verify if it works.
CAMEL-13352,Update document of HostAddresses ,"As the Host and Port options are removed, we need to update the HostAddresses document for it.",njiang,Improvement,Minor,Resolved,"Update document of HostAddresses  As the Host and Port options are removed, we need to update the HostAddresses document for it."
CAMEL-13348,Camel elasticsearch support search without specifying the indexName and indexType,"ElasticSearch support not to specify the indexName and indexType for search, so camel-elasticsearch search option don't need to specify the indexName and indexType",njiang,Task,Minor,Resolved,"Camel elasticsearch support search without specifying the indexName and indexType ElasticSearch support not to specify the indexName and indexType for search, so camel-elasticsearch search option don't need to specify the indexName and indexType"
CAMEL-13346,Camel main - Allow to add extra properties to property component,To make it easier to add custom properties from java api. Currently you can only configure properties locations (eg file locations),davsclaus,Improvement,Major,Resolved,Camel main - Allow to add extra properties to property component To make it easier to add custom properties from java api. Currently you can only configure properties locations (eg file locations)
CAMEL-13345,route-coverage : Add option to generate a jacoco XML report,"Would be good to have the route-coverage maven plugin to be able to generate a XML report using the jacoco XML report format, described in the jacoco documentation [https://www.jacoco.org/jacoco/trunk/doc/]

 

The benefit is that tools like SonarQube has support for handling these XML reports and they can then add this into the report.

 

 ",davsclaus,New Feature,Major,Resolved,"route-coverage : Add option to generate a jacoco XML report Would be good to have the route-coverage maven plugin to be able to generate a XML report using the jacoco XML report format, described in the jacoco documentation [https://www.jacoco.org/jacoco/trunk/doc/]

 

The benefit is that tools like SonarQube has support for handling these XML reports and they can then add this into the report.

 

 "
